site,plot,species,diameter,height,weight
52,b,Elymus elymoides,7.3,9,1.52
54,a,Elymus elymoides,3.4,12,1.52
57,b,PG05,1.4,20,1.52
61,b,Poa secunda,3.6,7,1.52
64,b,Hesperostipa comata,2.7,11,1.52
64,c,Poa secunda,1.2,20,1.52
63,d,Poa secunda,2.2,7,1.53
52,c,Achnatherum hymenoides,5.2,15,1.54
53,d,Poa secunda,1.9,14,1.54
54,d,Elymus elymoides,2.8,15,1.54
57,d,Poa secunda,4.1,12,1.54
54,a,Elymus elymoides,3.6,19,1.55
55,c,Poa secunda,3,23,1.55
63,c,Poa secunda,3.7,4,1.55
67,d,Poa secunda,4.5,7,1.55
53,d,Elymus elymoides,4.3,17,1.56
54,c,Poa secunda,1.3,18,1.56
55,a,Poa secunda,1.8,12,1.56
58,b,Poa secunda,0.7,25,1.56
63,c,Poa secunda,3.9,9,1.56
63,c,Poa secunda,3.1,9,1.56
52,b,Achnatherum hymenoides,2.7,16,1.57
54,a,Elymus elymoides,1,21,1.57
54,d,Elymus elymoides,1.3,16,1.57
55,d,Achnatherum hymenoides,3.2,16,1.58
56,c,Poa secunda,8.6,4,1.58
58,c,Elymus elymoides,1.3,26,1.58
59,c,Poa secunda,1.9,6,1.58
63,d,Poa secunda,3.5,7,1.58
52,d,Hesperostipa comata,2.7,14,1.59
52,d,Achnatherum hymenoides,1.5,20,1.59
52,b,Achnatherum hymenoides,2.5,20,1.6
54,a,Elymus elymoides,2.9,12,1.6
59,c,Poa secunda,3.4,7,1.6
63,c,Poa secunda,3.8,5,1.6
53,a,Poa secunda,1.9,8,1.61
67,d,Poa secunda,2,15,1.61
52,c,Achnatherum hymenoides,1.3,26,1.62
54,c,Achnatherum hymenoides,4.1,17,1.62
55,c,Poa secunda,4,18,1.62
57,b,Poa secunda,5,13,1.62
57,d,Poa secunda,3.8,6,1.62
59,b,Poa secunda,2.4,17,1.62
53,a,Poa secunda,2.6,8,1.63
55,d,Achnatherum hymenoides,2,18,1.63
56,a,Elymus elymoides,2.5,13,1.63
59,d,Poa secunda,4,7,1.63
60,d,Poa secunda,2.6,6,1.63
66,b,Elymus elymoides,2.5,16,1.63
52,d,Achnatherum hymenoides,1.4,15,1.64
59,a,Pseudoroegneria spicata,3.8,39,1.64
59,c,Poa secunda,2.6,9,1.64
65,d,Hesperostipa comata,2.9,20,1.64
52,c,Hesperostipa comata,3.3,13,1.65
52,d,Poa secunda,2.7,22,1.65
53,a,Poa secunda,2.6,9,1.65
57,d,Hesperostipa comata,4.8,14,1.65
59,a,Poa secunda,3.1,10,1.65
59,d,Poa secunda,5.9,5,1.65
64,d,Poa secunda,2.4,13,1.65
66,c,Elymus elymoides,2,16,1.65
66,d,Poa secunda,3.5,11,1.65
67,d,Poa secunda,2.2,6,1.65
52,a,Achnatherum hymenoides,3.1,20,1.66
53,a,Poa secunda,3.4,10,1.66
55,a,Poa secunda,2.2,14,1.67
67,c,Pseudoroegneria spicata,2.6,15,1.67
53,a,Poa secunda,7.2,8,1.68
53,d,Elymus elymoides,1.8,21,1.68
58,a,Poa secunda,0.9,21,1.68
59,c,Poa secunda,1.1,12,1.68
64,d,Elymus elymoides,1.4,23,1.68
52,b,Achnatherum hymenoides,3.8,17,1.69
57,b,Poa secunda,7,5,1.69
52,c,Achnatherum hymenoides,2,15,1.7
55,d,Poa secunda,4.9,19,1.7
56,d,Poa secunda,4.2,8,1.7
58,a,Poa secunda,2.2,19,1.7
64,b,Poa secunda,1,12,1.7
52,c,Hesperostipa comata,2,21,1.71
58,a,Achnatherum hymenoides,3.7,23,1.71
64,b,Achnatherum hymenoides,0.9,33,1.71
65,b,PG20,3.3,12,1.71
52,a,Elymus elymoides,2.3,13,1.72
52,d,Elymus elymoides,2.8,14,1.72
56,b,Poa secunda,4.3,6,1.72
56,d,Elymus elymoides,4.4,15,1.72
60,c,Hesperostipa comata,2.3,32,1.72
61,c,Poa secunda,2,14,1.72
65,d,Hesperostipa comata,2.8,28,1.72
54,c,Poa secunda,2.9,20,1.73
53,d,Poa secunda,3.3,12,1.74
54,c,Achnatherum hymenoides,1.4,19,1.74
58,b,Achnatherum hymenoides,4.1,20,1.74
54,c,Achnatherum hymenoides,2.3,23,1.75
62,d,PG12,4.8,16,1.75
66,b,Elymus elymoides,4,13,1.75
66,b,Elymus elymoides,2.6,20,1.75
66,c,Poa secunda,2,15,1.75
52,c,Achnatherum hymenoides,3.9,20,1.76
52,d,Achnatherum hymenoides,1,24,1.76
53,a,Poa secunda,5.4,9,1.76
53,c,Poa secunda,9.8,5,1.76
54,a,Elymus elymoides,5.7,11,1.76
57,b,Poa secunda,3.9,9,1.76
59,a,Poa secunda,1.9,12,1.76
61,d,Poa secunda,2,14,1.76
64,b,Achnatherum hymenoides,3.1,26,1.76
66,c,Elymus elymoides,1.5,25,1.76
54,a,Elymus elymoides,3,14,1.77
63,d,Poa secunda,2.1,7,1.77
52,d,Elymus elymoides,21,18,1.78
58,d,Achnatherum hymenoides,2,26,1.78
59,a,Elymus elymoides,3.9,6,1.78
61,b,PG09,5.7,12,1.78
66,b,Elymus elymoides,2.9,20,1.78
67,c,Poa fendleriana,3.5,29,1.78
53,b,Poa secunda,1.9,13,1.79
60,b,Poa secunda,3.4,9,1.79
53,a,Poa secunda,4,6,1.8
63,c,Poa secunda,6.7,6,1.8
67,c,Poa secunda,3.6,10,1.8
53,a,Poa secunda,4.5,16,1.81
54,c,Elymus elymoides,7.7,17,1.81
56,d,Poa secunda,5.8,11,1.81
56,d,Poa secunda,2.6,7,1.81
57,d,Poa secunda,2.5,12,1.81
64,d,Elymus elymoides,1.8,19,1.81
67,d,Poa secunda,2.7,14,1.81
54,b,Elymus elymoides,3.5,16,1.82
66,c,Elymus elymoides,2.8,29,1.82
52,a,Achnatherum hymenoides,1.2,27,1.83
54,d,Elymus elymoides,2.6,20,1.83
62,c,PG11,5.8,20,1.83
66,b,Achnatherum hymenoides,2.2,22,1.83
57,b,Poa secunda,3.7,5,1.84
59,d,Poa secunda,3,10,1.84
52,a,Poa secunda,5.6,25,1.85
61,a,PG09,2.7,20,1.85
54,b,Achnatherum hymenoides,2.6,16,1.86
55,c,Poa secunda,2,18,1.86
58,b,Elymus elymoides,0.9,15,1.86
58,b,Poa secunda,5.9,15,1.87
58,d,Achnatherum hymenoides,3.1,25,1.87
63,c,PG15,3.7,14,1.87
55,b,Poa secunda,2.5,17,1.88
60,b,Hesperostipa comata,3.3,13,1.88
62,c,PG11,2.8,13,1.88
55,b,Poa secunda,4.4,16,1.89
55,c,Poa secunda,3.4,14,1.89
56,d,Pseudoroegneria spicata,5.3,21,1.89
58,b,Poa secunda,2,22,1.89
68,c,Poa fendleriana,1.6,17,1.9
52,a,Poa secunda,3.8,23,1.91
54,c,Achnatherum hymenoides,1.4,26,1.91
55,b,Poa secunda,3,16,1.91
57,a,Hesperostipa comata,5.9,14,1.91
59,b,Poa secunda,2.8,18,1.91
61,b,PG09,5.8,16,1.92
63,a,Elymus elymoides,3.3,39,1.92
67,b,Poa secunda,4.6,4,1.92
52,a,Hesperostipa comata,2.5,16,1.93
56,c,Poa secunda,2.9,12,1.93
58,d,Achnatherum hymenoides,2.5,21,1.93
62,a,Elymus elymoides,2.1,24,1.94
52,b,Elymus elymoides,0.9,22,1.96
58,a,Poa secunda,1.2,26,1.96
59,b,Poa secunda,3.8,17,1.96
59,c,Poa secunda,4,11,1.96
67,d,Poa secunda,2.2,10,1.96
52,c,Elymus elymoides,1.9,17,1.97
53,b,Poa secunda,4.9,12,1.97
56,a,Poa secunda,3.2,5,1.97
56,a,Elymus elymoides,9.5,8,1.97
57,a,Poa secunda,4.6,5,1.97
57,c,Poa secunda,4.2,7,1.97
58,d,Achnatherum hymenoides,1.7,23,1.97
61,c,PG09,8.2,19,1.97
54,a,Elymus elymoides,2.9,9,1.98
57,d,Poa secunda,2.7,17,1.98
64,a,Elymus elymoides,1.1,37,1.98
52,c,Hesperostipa comata,2.1,15,1.99
55,d,Poa secunda,3.4,18,1.99
61,d,PG09,4.1,17,1.99
66,b,Elymus elymoides,4.6,20,1.99
58,b,Poa secunda,3.9,13,2
58,b,Poa secunda,1.8,29,2
63,c,PG15,2.6,15,2
63,c,Poa secunda,4,8,2
66,c,Elymus elymoides,1.8,22,2
57,d,Poa secunda,3.6,10,2.01
61,a,PG09,3.5,15,2.02
62,c,Pseudoroegneria spicata,3.7,32,2.02
56,b,Hesperostipa comata,7.1,15,2.03
57,c,Poa secunda,3.7,5,2.04
64,c,Poa secunda,1.9,15,2.04
61,c,agropyron cristatum,1.7,39,2.05
67,c,Poa secunda,2,7,2.05
67,d,Pseudoroegneria spicata,7.3,20,2.05
52,a,Poa secunda,2.3,14,2.06
54,a,Elymus elymoides,2.8,18,2.06
54,d,Achnatherum hymenoides,2.3,16,2.06
64,d,Poa secunda,1.7,15,2.06
58,c,Achnatherum hymenoides,1.7,25,2.07
60,b,Poa secunda,5.1,12,2.07
62,d,Poa secunda,3.2,24,2.07
64,d,Poa secunda,2.2,15,2.07
53,b,Poa secunda,3.5,8,2.08
66,c,Poa secunda,1.9,13,2.08
54,c,Poa secunda,5.6,13,2.09
54,d,Poa secunda,3.1,21,2.09
61,a,PG09,5,11,2.09
61,d,Poa secunda,3.8,18,2.09
64,b,Achnatherum hymenoides,3,40,2.09
64,c,Poa secunda,1.8,10,2.09
67,d,Poa secunda,3.1,9,2.09
52,a,PG01,3.2,16,2.1
54,a,Elymus elymoides,7.5,10,2.12
57,b,Poa secunda,2.4,17,2.12
57,b,Poa secunda,4.5,7,2.12
57,c,Poa secunda,4.3,4,2.12
52,c,Elymus elymoides,2.1,24,2.13
54,c,Poa secunda,3.9,14,2.13
55,b,Poa secunda,6.1,15,2.13
56,a,Poa secunda,5.2,11,2.13
59,c,Pseudoroegneria spicata,2.2,27,2.13
64,a,Hesperostipa comata,3.1,21,2.13
61,d,PG09,4.1,23,2.15
65,d,Hesperostipa comata,3.5,22,2.15
54,d,Poa secunda,3.2,17,2.16
55,a,Poa secunda,8.8,4,2.16
55,a,Poa secunda,1.9,30,2.16
63,c,PG15,10.1,11,2.16
56,d,Poa secunda,4.6,10,2.18
56,d,Poa secunda,8.2,4,2.19
64,a,Hesperostipa comata,3,34,2.19
56,c,Poa secunda,4.4,9,2.2
63,a,PG15,4.2,16,2.2
52,b,Achnatherum hymenoides,4.4,19,2.21
54,a,Elymus elymoides,3.2,20,2.21
56,d,Pseudoroegneria spicata,4.4,23,2.21
61,b,PG09,2.6,21,2.22
56,d,Poa secunda,7,10,2.23
60,d,Hesperostipa comata,5.9,24,2.23
62,c,PG11,3.9,21,2.23
53,a,Poa secunda,3.7,10,2.24
55,b,Poa secunda,3.6,17,2.24
56,a,Poa secunda,7.2,9,2.24
57,a,Poa secunda,3.5,16,2.24
57,c,Poa secunda,3.6,15,2.24
65,d,Hesperostipa comata,2.9,17,2.24
58,c,Elymus elymoides,5.1,16,2.25
52,a,Hesperostipa comata,9,17,2.26
52,b,Elymus elymoides,3.4,21,2.26
53,a,Poa secunda,0.5,8,2.26
54,a,Elymus elymoides,4.9,13,2.26
55,d,Poa secunda,5.5,14,2.26
61,d,agropyron cristatum,3,43,2.26
63,d,Poa secunda,3,5,2.27
53,a,Elymus elymoides,2.4,9,2.28
54,a,Elymus elymoides,2.3,16,2.28
53,b,Poa secunda,5.6,13,2.29
56,b,Hesperostipa comata,4.4,17,2.29
62,c,PG11,3,19,2.29
53,d,Elymus elymoides,2.4,22,2.3
64,a,Hesperostipa comata,3.8,21,2.3
54,a,Elymus elymoides,2.4,10,2.31
53,a,Poa secunda,6.6,13,2.32
57,a,Poa secunda,3.3,13,2.32
65,d,Hesperostipa comata,4,26,2.32
64,b,Achnatherum hymenoides,2.6,40,2.34
52,c,Achnatherum hymenoides,1.7,29,2.35
53,a,Poa secunda,2.3,8,2.35
67,d,Pseudoroegneria spicata,5.1,16,2.35
58,d,Elymus elymoides,3.2,18,2.36
63,c,PG15,2.6,13,2.37
54,a,Elymus elymoides,2,30,2.38
55,b,Poa secunda,2.6,16,2.38
60,c,Hesperostipa comata,3.7,24,2.39
58,a,Poa secunda,2.5,14,2.4
58,c,Elymus elymoides,5,22,2.4
56,d,Poa secunda,11.2,4,2.41
55,c,Achnatherum hymenoides,2.8,22,2.42
64,d,Achnatherum hymenoides,2,27,2.42
56,d,Poa secunda,4.1,9,2.43
57,a,Poa secunda,4.3,23,2.44
66,c,Elymus elymoides,2.7,17,2.45
63,a,Elymus elymoides,4.7,20,2.46
65,c,Hesperostipa comata,2.8,18,2.46
67,d,Poa secunda,5.5,6,2.46
58,b,Poa secunda,5.4,17,2.47
58,b,Poa secunda,2.4,14,2.47
61,b,PG09,5,23,2.47
55,d,Poa secunda,5.5,15,2.48
57,c,Poa secunda,3.7,6,2.48
66,d,Poa secunda,1.7,11,2.49
52,c,Achnatherum hymenoides,3.7,14,2.5
58,b,Poa secunda,3.4,14,2.5
55,d,Poa secunda,3.9,19,2.51
57,a,Poa secunda,2,6,2.51
66,c,Poa secunda,2.3,19,2.51
65,c,Hesperostipa comata,4.1,23,2.53
64,a,Achnatherum hymenoides,4.6,28,2.54
64,c,Poa secunda,2.3,19,2.54
67,a,Pseudoroegneria spicata,2.1,26,2.54
54,a,Elymus elymoides,1.7,21,2.57
55,b,Poa secunda,3.8,17,2.57
63,d,Poa secunda,2.3,7,2.57
54,d,Achnatherum hymenoides,3.1,19,2.58
59,c,Poa secunda,2,12,2.58
65,d,Hesperostipa comata,4.8,16,2.58
52,c,Elymus elymoides,4.3,12,2.59
54,b,Achnatherum hymenoides,2.6,19,2.6
56,d,Pseudoroegneria spicata,6.7,25,2.6
58,b,Poa secunda,3.2,16,2.62
54,a,Elymus elymoides,1.9,29,2.63
66,c,Poa secunda,1.7,11,2.64
54,d,Achnatherum hymenoides,2.6,23,2.65
64,d,Poa secunda,3.3,19,2.66
64,c,Poa secunda,2.5,15,2.67
52,d,Achnatherum hymenoides,3.4,20,2.68
58,b,Achnatherum hymenoides,1.8,24,2.68
64,d,Poa secunda,2.4,15,2.69
52,c,Hesperostipa comata,2.8,16,2.7
64,b,Poa secunda,3.8,9,2.7
65,b,PG20,8.2,14,2.71
52,d,Achnatherum hymenoides,2.6,21,2.72
60,b,Poa secunda,4.6,7,2.72
58,d,Achnatherum hymenoides,2,28,2.73
59,a,Pseudoroegneria spicata,2.9,24,2.73
55,a,Poa secunda,2.7,17,2.75
53,a,Poa secunda,4.3,7,2.76
55,d,Poa secunda,5.4,20,2.76
54,a,Elymus elymoides,2.4,17,2.77
56,a,Poa secunda,4.2,8,2.77
62,a,PG11,6.1,28,2.77
54,d,Elymus elymoides,3.6,17,2.78
66,c,Elymus elymoides,1.7,21,2.78
59,b,Pseudoroegneria spicata,5.8,35,2.79
57,d,Poa secunda,3.2,13,2.81
57,d,PG05,4.3,18,2.82
52,c,Hesperostipa comata,3.1,19,2.83
54,c,Elymus elymoides,1.4,25,2.85
64,d,Achnatherum hymenoides,3.3,20,2.85
52,d,Poa secunda,4.5,12,2.86
53,d,Poa secunda,3.3,8,2.86
62,c,Poa secunda,4.7,22,2.88
54,d,Elymus elymoides,1.7,23,2.89
54,a,Elymus elymoides,7.4,10,2.91
54,d,Elymus elymoides,3.3,19,2.91
58,b,Poa secunda,3,20,2.91
64,d,Poa secunda,1.6,17,2.91
53,a,Poa secunda,5.1,8,2.92
58,d,Achnatherum hymenoides,4.4,29,2.94
64,b,Achnatherum hymenoides,1.9,47,2.94
66,a,Elymus elymoides,1.6,19,2.94
55,d,Achnatherum hymenoides,2.5,24,2.96
54,b,Achnatherum hymenoides,5.1,17,2.98
59,a,Poa secunda,2.3,17,2.98
67,b,Poa secunda,3.1,17,2.98
64,d,Elymus elymoides,2.9,26,2.99
54,a,Elymus elymoides,5.3,12,3
55,c,Poa secunda,2.7,21,3.01
55,d,Poa secunda,5,18,3.01
58,d,Achnatherum hymenoides,2.5,26,3.01
64,c,Elymus elymoides,2.7,21,3.01
58,b,Achnatherum hymenoides,3.1,26,3.03
52,a,Elymus elymoides,3.1,23,3.04
54,c,Achnatherum hymenoides,1.1,27,3.04
58,c,Elymus elymoides,3.3,30,3.07
66,d,Poa secunda,4.1,14,3.08
64,b,Achnatherum hymenoides,0.9,42,3.09
61,b,PG09,2.4,24,3.1
56,d,Poa secunda,6,7,3.11
64,c,Poa secunda,1.8,24,3.13
64,d,Poa secunda,2,12,3.13
67,b,Poa secunda,3.8,12,3.14
58,c,Elymus elymoides,1.8,32,3.16
66,c,Elymus elymoides,1.7,21,3.16
67,c,Poa fendleriana,2.9,19,3.16
56,b,Poa secunda,9,18,3.17
52,a,Achnatherum hymenoides,4.4,24,3.18
64,d,Poa secunda,2.8,21,3.18
64,a,Poa secunda,3.5,23,3.19
54,c,Poa secunda,6.1,17,3.24
66,c,Elymus elymoides,2.4,22,3.25
55,d,Poa secunda,4.7,17,3.26
59,c,Poa secunda,3.9,19,3.26
67,b,Achnatherum hymenoides,5.2,29,3.27
58,c,Achnatherum hymenoides,3.6,35,3.29
56,d,Achnatherum hymenoides,6,7,3.31
52,d,Hesperostipa comata,2.3,20,3.34
60,a,Poa secunda,3.5,21,3.34
67,c,Elymus elymoides,6.4,16,3.35
54,b,Achnatherum hymenoides,2.1,21,3.38
54,d,Achnatherum hymenoides,1.6,25,3.39
58,b,Poa secunda,3,17,3.42
64,c,Poa secunda,3.6,15,3.42
52,d,Achnatherum hymenoides,2,22,3.43
54,c,Poa secunda,4.1,17,3.43
62,b,Pseudoroegneria spicata,6.3,22,3.46
64,d,Poa secunda,3.1,11,3.46
67,c,Poa secunda,4.1,9,3.49
61,b,PG09,1.9,22,3.52
53,d,Poa secunda,4,9,3.55
58,b,Poa secunda,6.2,12,3.56
66,a,Elymus elymoides,1.2,25,3.58
52,d,Poa secunda,3,19,3.66
54,b,Achnatherum hymenoides,1.6,22,3.66
52,d,Poa secunda,6.2,21,3.69
65,d,Hesperostipa comata,4.1,24,3.69
54,a,Elymus elymoides,2.6,19,3.76
59,a,Poa secunda,7,13,3.81
60,b,Hesperostipa comata,3.5,17,3.83
53,c,PG03,4.6,17,3.84
67,a,Poa secunda,6.1,16,3.85
63,d,Poa secunda,3.8,15,3.87
66,b,Achnatherum hymenoides,4.8,28,3.87
55,a,Achnatherum hymenoides,4.2,32,3.91
54,b,Achnatherum hymenoides,2.8,24,3.94
59,c,Poa secunda,7.8,20,3.96
54,b,Elymus elymoides,0.2,19,4
58,c,Achnatherum hymenoides,3.1,38,4
55,c,Poa secunda,7,17,4.02
56,d,Poa secunda,14.8,13,4.02
55,d,Poa secunda,5.5,21,4.06
64,a,Elymus elymoides,2.6,21,4.07
62,d,PG12,3.4,19,4.08
55,a,Poa secunda,3.8,25,4.1
57,a,Poa secunda,8,8,4.1
58,a,Poa secunda,2.4,31,4.17
52,d,Achnatherum hymenoides,3.6,25,4.18
54,a,Elymus elymoides,6.1,10,4.21
67,a,Elymus elymoides,3.2,31,4.22
63,c,Poa secunda,3.7,14,4.26
63,a,PG15,4.7,28,4.29
52,d,Hesperostipa comata,6.2,20,4.3
52,d,Hesperostipa comata,3.6,28,4.32
67,d,Poa secunda,5.2,24,4.33
55,d,Poa secunda,7.2,17,4.37
58,d,Achnatherum hymenoides,2.9,37,4.38
65,a,Hesperostipa comata,6.5,20,4.43
54,d,Elymus elymoides,3.4,24,4.45
58,c,Elymus elymoides,5.1,25,4.45
54,d,Elymus elymoides,4.3,22,4.52
58,d,Elymus elymoides,3.2,31,4.57
52,a,Achnatherum hymenoides,2.3,25,4.59
57,b,PG05,8.4,21,4.61
52,d,Achnatherum hymenoides,2,20,4.63
55,c,Poa secunda,4,21,4.66
55,a,Elymus elymoides,4,21,4.69
55,b,Poa secunda,3.3,12,4.7
58,c,Achnatherum hymenoides,4.2,22,4.84
52,d,Hesperostipa comata,2.6,25,4.85
58,d,Achnatherum hymenoides,2.6,40,4.94
55,c,Poa secunda,5.7,18,4.98
66,d,Poa secunda,7,13,5.03
55,d,Poa secunda,4,20,5.07
52,b,Elymus elymoides,9.9,29,5.08
55,c,Achnatherum hymenoides,4.9,27,5.1
58,d,Achnatherum hymenoides,4.3,38,5.16
66,d,Poa secunda,3.3,13,5.17
63,c,PG15,4,22,5.27
56,d,Achnatherum hymenoides,5,20,5.28
54,c,Poa secunda,2.1,28,5.29
58,d,Achnatherum hymenoides,4,25,5.34
54,a,Elymus elymoides,3.2,20,5.45
64,d,Poa secunda,4.1,15,5.5
64,b,Achnatherum hymenoides,2.5,49,5.62
52,a,Poa secunda,5.5,24,5.64
58,d,Achnatherum hymenoides,3.3,33,5.85
54,b,Achnatherum hymenoides,2.8,33,5.92
54,d,Achnatherum hymenoides,3.5,33,6.13
62,a,agropyron cristatum,3.2,39,6.27
55,c,Poa secunda,3.7,29,6.29
61,a,PG09,6.4,21,6.4
59,d,Pseudoroegneria spicata,6.1,20,6.47
52,d,Achnatherum hymenoides,3.6,22,6.71
64,d,Poa secunda,5.4,20,6.72
66,d,Achnatherum hymenoides,4.5,23,6.75
55,b,Poa secunda,5,21,7.25
67,c,Poa fendleriana,6.7,15,7.33
65,b,PG20,8.1,25,7.49
58,d,Achnatherum hymenoides,5.6,43,7.53
55,c,Poa secunda,6.1,16,7.71
58,a,Poa secunda,3.5,23,7.75
52,d,Elymus elymoides,4.4,27,7.86
55,c,Poa secunda,5.4,21,8.04
52,d,Hesperostipa comata,2.8,24,8.05
67,b,Poa secunda,4,16,8.09
52,b,Elymus elymoides,4.7,38,9.22
64,b,Achnatherum hymenoides,4.1,49,9.44
58,d,Achnatherum hymenoides,9.6,26,10.5
55,c,Poa secunda,5.7,26,11.62
58,c,Achnatherum hymenoides,5.1,37,12.67
66,d,Poa secunda,3.6,20,13.48
58,c,Achnatherum hymenoides,4.4,32,13.99
54,d,Elymus elymoides,7.1,25,14.83
67,d,Poa fendleriana,4.2,29,16.25
52,b,Elymus elymoides,0.1,8,0.009
54,b,Elymus elymoides,0.1,10,0.009
56,b,Poa secunda,0.6,2,0.009
57,a,Poa secunda,0.2,4,0.009
58,b,Poa secunda,0.6,3,0.009
59,d,Poa secunda,0.4,4,0.009
60,a,Poa secunda,0.4,1,0.009
62,a,Poa secunda,0.4,3,0.009
62,a,Poa secunda,0.2,3,0.009
62,b,Poa secunda,0.5,3,0.009
67,a,Poa secunda,0.5,5,0.009
67,b,Poa secunda,0.4,2,0.009
67,c,Poa secunda,0.4,1,0.009
67,c,Poa secunda,0.5,1,0.009
68,a,Poa secunda,0.7,3,0.009
68,b,Poa secunda,0.4,6,0.009
68,d,Poa secunda,0.6,2,0.009
68,d,Poa secunda,0.6,2,0.009
